set,axis,num_runs,mean_rmse,median_rmse,mean_pearson_r,median_pearson_r,mean_peak_amp,std_peak_amp,mean_peak_idx,std_peak_idx,mean_frame_std,max_frame_std,rms_frame_std
mounted,mag,10,135.06667063770743,128.1579084199014,0.9994708771257829,0.9995530500193868,13715.770465063746,60.375075031000144,7175.1,108.19376137282592,69.75182779440634,2461.853090709181,132.92623237962823
mounted,x,10,136.2768754236374,120.09914498508033,0.9996151956634156,0.9997358956206563,10972.741609096609,32.06680526650592,5521.4,108.02333081330161,102.37145363012186,914.5107462463194,139.39259678916298
mounted,y,10,145.25550550946838,132.54564043038954,0.9995099420357875,0.9996533363142095,-11478.535089679344,47.81260294106567,6946.7,107.80357136941242,100.34513736729889,1836.1980026674687,145.71978938423328
mounted,z,10,100.12610705418422,92.2602028093014,0.9987728323468928,0.9990299487986638,-6612.2,76.11149716041592,7174.9,108.38399328314122,71.79883042687585,1571.9230292861034,101.10806085609293
