time,phase,device_id,phase_name,phase_id,record_id,2-outer-x,2-outer-y,2-outer-z,2-inner-x,2-inner-y,2-inner-z,3-outer-x,3-outer-y,3-outer-z,3-inner-x,3-inner-y,3-inner-z,0-outer-x,0-outer-y,0-outer-z,0-inner-x,0-inner-y,0-inner-z,1-outer-x,1-outer-y,1-outer-z,1-inner-x,1-inner-y,1-inner-z,sum-x,sum-y,sum-z,moments-x,moments-y,moments-z,COPx,COPy,bx,by,bz
1761322424322,simple,Load Cells,simple,simple.0,10955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,2.81,-2.05,1.03,1.56,0.88,0.0,0.0,0.0,0.0,0.0,0.0,2.65,4.37,-1.17,0.0,0.0,0.0,1.0,1.0,-0.550118625164032,0.3873847424983978,-0.3763611614704132
1761322424324,simple,Load Cells,simple,simple.0,10956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38,2.81,-0.05,-2.97,-0.44,-1.12,0.0,0.0,0.0,0.0,0.0,0.0,-5.35,2.37,-1.17,0.0,0.0,0.0,1.0,1.0,-1.4105206727981567,1.0004974603652954,-0.9387176036834717
1761322424326,simple,Load Cells,simple,simple.0,10957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.38,-1.19,1.95,3.03,1.56,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,0.37,1.83,0.0,0.0,0.0,1.0,1.0,-1.4866670370101929,1.0197187662124634,-0.8838416934013367
1761322424328,simple,Load Cells,simple,simple.0,10958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,-3.19,2.95,0.03,-1.44,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,2.65,-4.63,2.83,0.0,0.0,0.0,1.0,1.0,-0.593630850315094,0.42336320877075195,-0.40501317381858826
1761322424330,simple,Load Cells,simple,simple.0,10959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38,4.81,0.95,-0.97,-0.44,0.88,0.0,0.0,0.0,0.0,0.0,0.0,-3.35,4.37,1.83,0.0,0.0,0.0,1.0,1.0,0.18751689791679382,-0.2543136477470398,0.19230841100215912
1761322424333,simple,Load Cells,simple,simple.0,10960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38,1.81,-1.05,2.03,-1.44,-4.12,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,0.37,-5.17,0.0,0.0,0.0,1.0,1.0,1.2017656564712524,-0.8413050174713135,0.8347933292388916
1761322424335,simple,Load Cells,simple,simple.0,10961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,1.81,-3.05,-0.97,0.56,-2.12,0.0,0.0,0.0,0.0,0.0,0.0,1.65,2.37,-5.17,0.0,0.0,0.0,1.0,1.0,1.5187832117080688,-0.9773332476615906,0.9576570391654968
1761322424337,simple,Load Cells,simple,simple.0,10962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.38,0.81,4.95,0.03,1.56,1.88,0.0,0.0,0.0,0.0,0.0,0.0,-1.35,2.37,6.83,0.0,0.0,0.0,1.0,1.0,0.279203325510025,-0.24445652961730957,0.13354751467704773
1761322424339,simple,Load Cells,simple,simple.0,10963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.38,2.81,-2.05,1.03,0.56,0.88,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,3.37,-1.17,0.0,0.0,0.0,1.0,1.0,-0.8505600690841675,0.7052767872810364,-0.6220885515213013
1761322424341,simple,Load Cells,simple,simple.0,10964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.81,0.95,-1.97,0.56,-1.12,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,1.37,-0.17,0.0,0.0,0.0,1.0,1.0,-1.4022326469421387,0.9768403768539429,-0.9309475421905518
1761322424343,simple,Load Cells,simple,simple.0,10965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,-0.19,0.95,2.03,-1.44,-2.12,0.0,0.0,0.0,0.0,0.0,0.0,2.65,-1.63,-1.17,0.0,0.0,0.0,1.0,1.0,-1.2136797904968262,0.807297945022583,-0.7226134538650513
