time,phase,device_id,phase_name,phase_id,record_id,2-outer-x,2-outer-y,2-outer-z,2-inner-x,2-inner-y,2-inner-z,3-outer-x,3-outer-y,3-outer-z,3-inner-x,3-inner-y,3-inner-z,0-outer-x,0-outer-y,0-outer-z,0-inner-x,0-inner-y,0-inner-z,1-outer-x,1-outer-y,1-outer-z,1-inner-x,1-inner-y,1-inner-z,sum-x,sum-y,sum-z,moments-x,moments-y,moments-z,COPx,COPy,bx,by,bz
1761337696733,simple,Load Cells,simple,simple.0,72078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47,-1.59,1.25,-0.74,-0.12,5.13,0.0,0.0,0.0,0.0,0.0,0.0,-1.21,-1.71,6.38,0.0,0.0,0.0,1.0,1.0,0.1906249076128006,0.013799965381622314,0.03205140307545662
1761337696735,simple,Load Cells,simple,simple.0,72079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,-2.59,-2.75,0.26,0.88,1.13,0.0,0.0,0.0,0.0,0.0,0.0,2.79,-1.71,-1.62,0.0,0.0,0.0,1.0,1.0,1.135979413986206,-0.8048336505889893,0.7328116297721863
1761337696737,simple,Load Cells,simple,simple.0,72080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47,1.41,3.25,-0.74,0.88,3.13,0.0,0.0,0.0,0.0,0.0,0.0,-1.21,2.29,6.38,0.0,0.0,0.0,1.0,1.0,1.709408164024353,-1.162647008895874,1.013504147529602
1761337696739,simple,Load Cells,simple,simple.0,72081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47,-0.59,1.25,-1.74,-2.12,2.13,0.0,0.0,0.0,0.0,0.0,0.0,-2.21,-2.71,3.38,0.0,0.0,0.0,1.0,1.0,1.1074892282485962,-0.7382981181144714,0.610919177532196
1761337696741,simple,Load Cells,simple,simple.0,72082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,0.41,-0.75,0.26,2.88,2.13,0.0,0.0,0.0,0.0,0.0,0.0,-1.21,3.29,1.38,0.0,0.0,0.0,1.0,1.0,-0.03574217110872269,-0.058649852871894836,-0.020881975069642067
1761337696743,simple,Load Cells,simple,simple.0,72083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,0.41,3.25,-0.74,0.88,0.13,0.0,0.0,0.0,0.0,0.0,0.0,-2.21,1.29,3.38,0.0,0.0,0.0,1.0,1.0,-1.2281838655471802,0.8467264175415039,-0.8411065340042114
1761337696746,simple,Load Cells,simple,simple.0,72084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,-0.59,2.25,0.26,0.88,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.29,5.38,0.0,0.0,0.0,1.0,1.0,-1.3260862827301025,0.9221333861351013,-0.8877267241477966
1761337696748,simple,Load Cells,simple,simple.0,72085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,-0.59,-0.75,-2.74,0.88,3.13,0.0,0.0,0.0,0.0,0.0,0.0,-1.21,0.29,2.38,0.0,0.0,0.0,1.0,1.0,-0.547010600566864,0.2853635549545288,-0.2389286458492279
1761337696750,simple,Load Cells,simple,simple.0,72086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,2.41,2.25,1.26,-2.12,-0.87,0.0,0.0,0.0,0.0,0.0,0.0,2.79,0.29,1.38,0.0,0.0,0.0,1.0,1.0,0.2843833565711975,-0.06850697100162506,0.11217991262674332
1761337696752,simple,Load Cells,simple,simple.0,72087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,-0.59,0.25,0.26,-0.12,-0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.79,-0.71,-0.62,0.0,0.0,0.0,1.0,1.0,1.1235473155975342,-0.7841337323188782,0.7085302472114563
