time,phase,device_id,phase_name,phase_id,record_id,2-outer-x,2-outer-y,2-outer-z,2-inner-x,2-inner-y,2-inner-z,3-outer-x,3-outer-y,3-outer-z,3-inner-x,3-inner-y,3-inner-z,0-outer-x,0-outer-y,0-outer-z,0-inner-x,0-inner-y,0-inner-z,1-outer-x,1-outer-y,1-outer-z,1-inner-x,1-inner-y,1-inner-z,sum-x,sum-y,sum-z,moments-x,moments-y,moments-z,COPx,COPy,bx,by,bz
1761160915390,simple,Load Cells,simple,simple.0,38151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,-1.52,3.1,1.82,1.83,-2.35,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.31,0.75,0.0,0.0,0.0,1.0,1.0,1.701120138168335,-1.2898038625717163,1.110144019126892
1761160915392,simple,Load Cells,simple,simple.0,38152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.48,2.1,-1.18,-0.17,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.31,4.75,0.0,0.0,0.0,1.0,1.0,0.8951082825660706,-0.6490911841392517,0.5910084247589111
1761160915394,simple,Load Cells,simple,simple.0,38153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,0.48,1.1,1.82,0.83,2.65,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.31,3.75,0.0,0.0,0.0,1.0,1.0,-0.057498276233673096,0.03252848982810974,-0.1252918392419815
1761160915396,simple,Load Cells,simple,simple.0,38154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,-0.52,2.1,0.82,-1.17,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-1.69,4.75,0.0,0.0,0.0,1.0,1.0,-1.3794405460357666,0.8777763247489929,-0.9858234524726868
1761160915398,simple,Load Cells,simple,simple.0,38155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,-0.52,2.1,2.82,-0.17,5.65,0.0,0.0,0.0,0.0,0.0,0.0,3.04,-0.69,7.75,0.0,0.0,0.0,1.0,1.0,-1.5193012952804565,0.8033550977706909,-1.006219744682312
1761160915400,simple,Load Cells,simple,simple.0,38156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.78,2.48,3.1,-1.18,-0.17,0.65,0.0,0.0,0.0,0.0,0.0,0.0,-2.96,2.31,3.75,0.0,0.0,0.0,1.0,1.0,-1.0821071863174438,0.6165627241134644,-0.7736043334007263
1761160915403,simple,Load Cells,simple,simple.0,38157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.78,-2.52,1.1,2.82,1.83,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-0.69,1.75,0.0,0.0,0.0,1.0,1.0,0.25123119354248047,-0.23952797055244446,0.2165897786617279
1761160915405,simple,Load Cells,simple,simple.0,38158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,-0.52,4.1,0.82,-1.17,0.65,0.0,0.0,0.0,0.0,0.0,0.0,4.04,-1.69,4.75,0.0,0.0,0.0,1.0,1.0,1.1266553401947021,-0.8733406662940979,0.8071125745773315
1761160915407,simple,Load Cells,simple,simple.0,38159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,-1.52,3.1,-1.18,-1.17,6.65,0.0,0.0,0.0,0.0,0.0,0.0,-1.96,-2.69,9.75,0.0,0.0,0.0,1.0,1.0,1.580425500869751,-1.2838895320892334,1.067408800125122
1761160915409,simple,Load Cells,simple,simple.0,38160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,-2.52,2.1,-0.18,1.83,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,2.04,-0.69,0.75,0.0,0.0,0.0,1.0,1.0,0.518002450466156,-0.37900617718696594,0.3418816328048706
