time,phase,device_id,phase_name,phase_id,record_id,2-outer-x,2-outer-y,2-outer-z,2-inner-x,2-inner-y,2-inner-z,3-outer-x,3-outer-y,3-outer-z,3-inner-x,3-inner-y,3-inner-z,0-outer-x,0-outer-y,0-outer-z,0-inner-x,0-inner-y,0-inner-z,1-outer-x,1-outer-y,1-outer-z,1-inner-x,1-inner-y,1-inner-z,sum-x,sum-y,sum-z,moments-x,moments-y,moments-z,COPx,COPy,bx,by,bz
1761594125702,simple,Load Cells,simple,simple.0,73306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,2.22,0.93,0.19,-0.44,5.21,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.78,6.14,0.0,0.0,0.0,1.0,1.0,-0.8723161816596985,0.6076912879943848,-0.513308048248291
1761594125704,simple,Load Cells,simple,simple.0,73307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,-3.78,3.93,-1.81,-1.44,2.21,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,-5.22,6.14,0.0,0.0,0.0,1.0,1.0,-0.10463649779558182,0.0009857118129730225,0.05147649347782135
1761594125706,simple,Load Cells,simple,simple.0,73308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.79,2.22,1.93,-1.81,-0.44,5.21,0.0,0.0,0.0,0.0,0.0,0.0,-4.6,1.78,7.14,0.0,0.0,0.0,1.0,1.0,0.9909387230873108,-0.821590781211853,0.6507405638694763
1761594125708,simple,Load Cells,simple,simple.0,73309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,-0.78,0.93,4.19,-3.44,0.21,0.0,0.0,0.0,0.0,0.0,0.0,7.4,-4.22,1.14,0.0,0.0,0.0,1.0,1.0,1.4851130247116089,-1.191725492477417,0.8998674154281616
1761594125711,simple,Load Cells,simple,simple.0,73310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.79,-1.78,1.93,-0.81,-0.44,3.21,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,-2.22,5.14,0.0,0.0,0.0,1.0,1.0,0.22066904604434967,-0.24741366505622864,0.18745213747024536
1761594125713,simple,Load Cells,simple,simple.0,73311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.22,0.93,0.19,-1.44,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.22,4.14,0.0,0.0,0.0,1.0,1.0,-0.3703717589378357,0.2109423279762268,-0.3112871050834656
1761594125715,simple,Load Cells,simple,simple.0,73312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,3.22,1.93,0.19,-2.44,4.21,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.78,6.14,0.0,0.0,0.0,1.0,1.0,-1.3846205472946167,0.9369190335273743,-0.9513438940048218
1761594125717,simple,Load Cells,simple,simple.0,73313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.22,1.93,1.19,-0.44,4.21,0.0,0.0,0.0,0.0,0.0,0.0,1.4,-0.22,6.14,0.0,0.0,0.0,1.0,1.0,-1.573691487312317,1.0374616384506226,-0.9945647716522217
1761594125719,simple,Load Cells,simple,simple.0,73314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.79,-2.78,-0.07,-0.81,-0.44,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,-4.6,-3.22,-0.86,0.0,0.0,0.0,1.0,1.0,-0.6449130773544312,0.3824561834335327,-0.40501317381858826
1761594125721,simple,Load Cells,simple,simple.0,73315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,-2.78,-0.07,1.19,0.56,4.21,0.0,0.0,0.0,0.0,0.0,0.0,2.4,-2.22,4.14,0.0,0.0,0.0,1.0,1.0,0.040404193103313446,-0.1182854175567627,0.11120865494012833
1761594125724,simple,Load Cells,simple,simple.0,73316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,3.22,2.93,0.19,1.56,4.21,0.0,0.0,0.0,0.0,0.0,0.0,3.4,4.78,7.14,0.0,0.0,0.0,1.0,1.0,1.108525276184082,-0.8521478176116943,0.7007601857185364
1761594125726,simple,Load Cells,simple,simple.0,73317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.79,0.22,2.93,-0.81,1.56,3.21,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,1.78,6.14,0.0,0.0,0.0,1.0,1.0,1.3716704845428467,-1.0694972276687622,0.8707297444343567
1761594125728,simple,Load Cells,simple,simple.0,73318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,-1.78,0.93,-2.81,0.56,2.21,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-1.22,3.14,0.0,0.0,0.0,1.0,1.0,0.1186225637793541,-0.15722103416919708,0.11217991262674332
1761594125730,simple,Load Cells,simple,simple.0,73319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,-1.78,2.93,2.19,-0.44,5.21,0.0,0.0,0.0,0.0,0.0,0.0,6.4,-2.22,8.14,0.0,0.0,0.0,1.0,1.0,-0.6785832047462463,0.4751130938529968,-0.43706458806991577
1761594125732,simple,Load Cells,simple,simple.0,73320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,0.22,1.93,2.19,-0.44,1.21,0.0,0.0,0.0,0.0,0.0,0.0,1.4,-0.22,3.14,0.0,0.0,0.0,1.0,1.0,-1.4043047428131104,0.9551547169685364,-0.9124937057495117
1761594125734,simple,Load Cells,simple,simple.0,73321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,1.22,7.93,-1.81,-1.44,1.21,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,-0.22,9.14,0.0,0.0,0.0,1.0,1.0,-1.5327693223953247,1.0113402605056763,-0.9003530144691467
1761594125737,simple,Load Cells,simple,simple.0,73322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.22,2.93,-0.81,-0.44,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.22,3.14,0.0,0.0,0.0,1.0,1.0,-0.09634845703840256,-0.0438641756772995,-0.027680756524205208
1761594125739,simple,Load Cells,simple,simple.0,73323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,3.22,1.93,2.19,-1.44,1.21,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.78,3.14,0.0,0.0,0.0,1.0,1.0,1.0189108848571777,-0.9029120206832886,0.7153290510177612
1761594125741,simple,Load Cells,simple,simple.0,73324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.22,3.93,-2.81,-0.44,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.22,3.14,0.0,0.0,0.0,1.0,1.0,1.1691315174102783,-0.9990189075469971,0.7522367238998413
