time,phase,device_id,phase_name,phase_id,record_id,2-outer-x,2-outer-y,2-outer-z,2-inner-x,2-inner-y,2-inner-z,3-outer-x,3-outer-y,3-outer-z,3-inner-x,3-inner-y,3-inner-z,0-outer-x,0-outer-y,0-outer-z,0-inner-x,0-inner-y,0-inner-z,1-outer-x,1-outer-y,1-outer-z,1-inner-x,1-inner-y,1-inner-z,sum-x,sum-y,sum-z,moments-x,moments-y,moments-z,COPx,COPy,bx,by,bz
1761593832392,simple,Load Cells,simple,simple.0,37861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,-3.06,-0.43,2.13,1.44,-3.84,0.0,0.0,0.0,0.0,0.0,0.0,1.71,-1.62,-4.27,0.0,0.0,0.0,1.0,1.0,-1.2468318939208984,0.9191762208938599,-0.8260520696640015
1761593832394,simple,Load Cells,simple,simple.0,37862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,-4.06,3.57,3.13,-2.56,1.16,0.0,0.0,0.0,0.0,0.0,0.0,5.71,-6.62,4.73,0.0,0.0,0.0,1.0,1.0,-1.1748296022415161,0.8033550977706909,-0.7158146500587463
1761593832396,simple,Load Cells,simple,simple.0,37863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,0.94,1.57,2.13,-1.56,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.71,-0.62,2.73,0.0,0.0,0.0,1.0,1.0,-0.19217891991138458,0.11680684983730316,-0.19182278215885162
1761593832399,simple,Load Cells,simple,simple.0,37864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,1.94,-1.43,1.13,-2.56,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.71,-0.62,1.73,0.0,0.0,0.0,1.0,1.0,0.9702186584472656,-0.8255336284637451,0.7575786113739014
1761593832401,simple,Load Cells,simple,simple.0,37865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,-0.06,-0.43,0.13,-2.56,2.16,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,-2.62,1.73,0.0,0.0,0.0,1.0,1.0,1.4695730209350586,-1.1508184671401978,0.9795103073120117
1761593832403,simple,Load Cells,simple,simple.0,37866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,-1.06,1.57,1.13,-0.56,-1.84,0.0,0.0,0.0,0.0,0.0,0.0,2.71,-1.62,-0.27,0.0,0.0,0.0,1.0,1.0,1.179491639137268,-0.9157262444496155,0.8012850880622864
1761593832405,simple,Load Cells,simple,simple.0,37867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,-1.06,1.57,-1.87,0.44,0.16,0.0,0.0,0.0,0.0,0.0,0.0,-3.29,-0.62,1.73,0.0,0.0,0.0,1.0,1.0,0.010360049083828926,-0.0054214149713516235,0.029137639328837395
1761593832407,simple,Load Cells,simple,simple.0,37868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,-0.06,-1.43,0.13,2.44,-0.84,0.0,0.0,0.0,0.0,0.0,0.0,1.71,2.38,-2.27,0.0,0.0,0.0,1.0,1.0,-1.2437238693237305,0.8585549592971802,-0.8556753396987915
1761593832409,simple,Load Cells,simple,simple.0,37869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,4.94,2.57,-0.87,0.44,0.16,0.0,0.0,0.0,0.0,0.0,0.0,-2.29,5.38,2.73,0.0,0.0,0.0,1.0,1.0,-1.3260862827301025,0.9260762333869934,-0.8469340205192566
1761593832412,simple,Load Cells,simple,simple.0,37870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,-0.06,-1.43,2.13,3.44,-1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.71,3.38,-3.27,0.0,0.0,0.0,1.0,1.0,-0.6583811044692993,0.4480060040950775,-0.39530062675476074
