time,phase,device_id,phase_name,phase_id,record_id,2-outer-x,2-outer-y,2-outer-z,2-inner-x,2-inner-y,2-inner-z,3-outer-x,3-outer-y,3-outer-z,3-inner-x,3-inner-y,3-inner-z,0-outer-x,0-outer-y,0-outer-z,0-inner-x,0-inner-y,0-inner-z,1-outer-x,1-outer-y,1-outer-z,1-inner-x,1-inner-y,1-inner-z,sum-x,sum-y,sum-z,moments-x,moments-y,moments-z,COPx,COPy,bx,by,bz
1761334782698,simple,Load Cells,simple,simple.0,55938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,2.19,1.21,-1.34,3.85,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.83,6.04,5.04,0.0,0.0,0.0,1.0,1.0,-1.4115567207336426,1.0014832019805908,-0.8653878569602966
1761334782701,simple,Load Cells,simple,simple.0,55939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.83,2.19,-0.79,0.66,-0.15,2.83,0.0,0.0,0.0,0.0,0.0,0.0,-2.17,2.04,2.04,0.0,0.0,0.0,1.0,1.0,-0.6055448651313782,0.34894198179244995,-0.37344738841056824
1761334782703,simple,Load Cells,simple,simple.0,55940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.19,3.21,2.66,-4.15,3.83,0.0,0.0,0.0,0.0,0.0,0.0,3.83,-3.96,7.04,0.0,0.0,0.0,1.0,1.0,0.28956338763237,-0.0438641756772995,0.02525261975824833
1761334782705,simple,Load Cells,simple,simple.0,55941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,-0.81,2.21,4.66,0.85,-2.17,0.0,0.0,0.0,0.0,0.0,0.0,4.83,0.04,0.04,0.0,0.0,0.0,1.0,1.0,1.0929851531982422,-0.8117336630821228,0.6968752145767212
1761334782707,simple,Load Cells,simple,simple.0,55942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.83,-0.81,4.21,2.66,0.85,1.83,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,0.04,6.04,0.0,0.0,0.0,1.0,1.0,1.734790325164795,-1.125190019607544,1.058667540550232
1761334782709,simple,Load Cells,simple,simple.0,55943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,3.19,-2.79,-0.34,-1.15,-4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.83,2.04,-6.96,0.0,0.0,0.0,1.0,1.0,1.0385949611663818,-0.6678197383880615,0.5842096209526062
1761334782711,simple,Load Cells,simple,simple.0,55944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,-1.81,-2.79,-2.34,-3.15,4.83,0.0,0.0,0.0,0.0,0.0,0.0,-2.17,-4.96,2.04,0.0,0.0,0.0,1.0,1.0,-0.02538212016224861,-0.01626424491405487,0.0019425093196332455
1761334782713,simple,Load Cells,simple,simple.0,55945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.83,0.19,2.21,0.66,1.85,0.83,0.0,0.0,0.0,0.0,0.0,0.0,-3.17,2.04,3.04,0.0,0.0,0.0,1.0,1.0,-1.2846461534500122,0.9329761862754822,-0.9047237038612366
1761334782716,simple,Load Cells,simple,simple.0,55946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.83,-0.81,2.21,-0.34,-2.15,2.83,0.0,0.0,0.0,0.0,0.0,0.0,-2.17,-2.96,5.04,0.0,0.0,0.0,1.0,1.0,-1.3752965927124023,0.9452975988388062,-0.8780142068862915
1761334782718,simple,Load Cells,simple,simple.0,55947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.19,4.21,-2.34,-2.15,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,-1.17,-1.96,4.04,0.0,0.0,0.0,1.0,1.0,-0.45428815484046936,0.16165673732757568,-0.252526193857193
